fund_name,nav_date,nav_value
DSP Midcap Fund – Direct Plan – Growth,2023-07-04,102.666
DSP Midcap Fund – Direct Plan – Growth,2023-07-05,102.747
DSP Midcap Fund – Direct Plan – Growth,2023-07-06,103.283
DSP Midcap Fund – Direct Plan – Growth,2023-07-07,102.823
DSP Midcap Fund – Direct Plan – Growth,2023-07-10,102.549
DSP Midcap Fund – Direct Plan – Growth,2023-07-11,103.539
DSP Midcap Fund – Direct Plan – Growth,2023-07-12,103.755
DSP Midcap Fund – Direct Plan – Growth,2023-07-13,103.522
DSP Midcap Fund – Direct Plan – Growth,2023-07-14,104.496
DSP Midcap Fund – Direct Plan – Growth,2023-07-17,105.165
DSP Midcap Fund – Direct Plan – Growth,2023-07-18,105.556
DSP Midcap Fund – Direct Plan – Growth,2023-07-19,105.908
DSP Midcap Fund – Direct Plan – Growth,2023-07-20,106.541
DSP Midcap Fund – Direct Plan – Growth,2023-07-21,106.501
DSP Midcap Fund – Direct Plan – Growth,2023-07-24,106.469
DSP Midcap Fund – Direct Plan – Growth,2023-07-25,107.242
DSP Midcap Fund – Direct Plan – Growth,2023-07-26,107.311
DSP Midcap Fund – Direct Plan – Growth,2023-07-27,107.565
DSP Midcap Fund – Direct Plan – Growth,2023-07-28,108.234
DSP Midcap Fund – Direct Plan – Growth,2023-07-31,109.929
DSP Midcap Fund – Direct Plan – Growth,2023-08-01,110.097
DSP Midcap Fund – Direct Plan – Growth,2023-08-02,108.516
DSP Midcap Fund – Direct Plan – Growth,2023-08-03,108.441
DSP Midcap Fund – Direct Plan – Growth,2023-08-04,109.544
DSP Midcap Fund – Direct Plan – Growth,2023-08-07,110.215
DSP Midcap Fund – Direct Plan – Growth,2023-08-08,110.655
DSP Midcap Fund – Direct Plan – Growth,2023-08-09,110.904
DSP Midcap Fund – Direct Plan – Growth,2023-08-10,110.441
DSP Midcap Fund – Direct Plan – Growth,2023-08-11,110.454
DSP Midcap Fund – Direct Plan – Growth,2023-08-14,110.132
DSP Midcap Fund – Direct Plan – Growth,2023-08-16,110.422
DSP Midcap Fund – Direct Plan – Growth,2023-08-17,110.592
DSP Midcap Fund – Direct Plan – Growth,2023-08-18,110.704
DSP Midcap Fund – Direct Plan – Growth,2023-08-21,111.273
DSP Midcap Fund – Direct Plan – Growth,2023-08-22,112.19
DSP Midcap Fund – Direct Plan – Growth,2023-08-23,112.669
DSP Midcap Fund – Direct Plan – Growth,2023-08-24,112.752
DSP Midcap Fund – Direct Plan – Growth,2023-08-25,112.214
DSP Midcap Fund – Direct Plan – Growth,2023-08-28,113.062
DSP Midcap Fund – Direct Plan – Growth,2023-08-29,113.454
DSP Midcap Fund – Direct Plan – Growth,2023-08-30,113.95
DSP Midcap Fund – Direct Plan – Growth,2023-08-31,114.508
DSP Midcap Fund – Direct Plan – Growth,2023-09-01,115.247
DSP Midcap Fund – Direct Plan – Growth,2023-09-04,115.612
DSP Midcap Fund – Direct Plan – Growth,2023-09-05,116.929
DSP Midcap Fund – Direct Plan – Growth,2023-09-06,116.766
DSP Midcap Fund – Direct Plan – Growth,2023-09-07,117.13
DSP Midcap Fund – Direct Plan – Growth,2023-09-08,117.798
DSP Midcap Fund – Direct Plan – Growth,2023-09-11,118.76
DSP Midcap Fund – Direct Plan – Growth,2023-09-12,115.868
DSP Midcap Fund – Direct Plan – Growth,2023-09-13,115.844
DSP Midcap Fund – Direct Plan – Growth,2023-09-14,116.705
DSP Midcap Fund – Direct Plan – Growth,2023-09-15,116.783
DSP Midcap Fund – Direct Plan – Growth,2023-09-18,116.46
DSP Midcap Fund – Direct Plan – Growth,2023-09-20,115.915
DSP Midcap Fund – Direct Plan – Growth,2023-09-21,114.699
DSP Midcap Fund – Direct Plan – Growth,2023-09-22,114.315
DSP Midcap Fund – Direct Plan – Growth,2023-09-25,114.636
DSP Midcap Fund – Direct Plan – Growth,2023-09-26,114.635
DSP Midcap Fund – Direct Plan – Growth,2023-09-27,115.354
DSP Midcap Fund – Direct Plan – Growth,2023-09-29,115.649
DSP Midcap Fund – Direct Plan – Growth,2023-10-03,115.716
DSP Midcap Fund – Direct Plan – Growth,2023-10-04,114.625
DSP Midcap Fund – Direct Plan – Growth,2023-10-05,114.545
DSP Midcap Fund – Direct Plan – Growth,2023-10-06,115.321
DSP Midcap Fund – Direct Plan – Growth,2023-10-09,114.087
DSP Midcap Fund – Direct Plan – Growth,2023-10-10,115.332
DSP Midcap Fund – Direct Plan – Growth,2023-10-11,115.843
DSP Midcap Fund – Direct Plan – Growth,2023-10-12,116.536
DSP Midcap Fund – Direct Plan – Growth,2023-10-13,116.504
DSP Midcap Fund – Direct Plan – Growth,2023-10-16,116.424
DSP Midcap Fund – Direct Plan – Growth,2023-10-17,117.268
DSP Midcap Fund – Direct Plan – Growth,2023-10-18,116.47
DSP Midcap Fund – Direct Plan – Growth,2023-10-19,116.453
DSP Midcap Fund – Direct Plan – Growth,2023-10-20,115.381
DSP Midcap Fund – Direct Plan – Growth,2023-10-23,112.869
DSP Midcap Fund – Direct Plan – Growth,2023-10-25,112.495
DSP Midcap Fund – Direct Plan – Growth,2023-10-26,110.911
DSP Midcap Fund – Direct Plan – Growth,2023-10-27,112.265
DSP Midcap Fund – Direct Plan – Growth,2023-10-30,112.033
DSP Midcap Fund – Direct Plan – Growth,2023-10-31,111.814
DSP Midcap Fund – Direct Plan – Growth,2023-11-01,111.918
DSP Midcap Fund – Direct Plan – Growth,2023-11-02,112.982
DSP Midcap Fund – Direct Plan – Growth,2023-11-03,113.488
DSP Midcap Fund – Direct Plan – Growth,2023-11-06,115.046
DSP Midcap Fund – Direct Plan – Growth,2023-11-07,115.383
DSP Midcap Fund – Direct Plan – Growth,2023-11-08,116.331
DSP Midcap Fund – Direct Plan – Growth,2023-11-09,116.446
DSP Midcap Fund – Direct Plan – Growth,2023-11-10,116.681
DSP Midcap Fund – Direct Plan – Growth,2023-11-13,117.39
DSP Midcap Fund – Direct Plan – Growth,2023-11-15,118.762
DSP Midcap Fund – Direct Plan – Growth,2023-11-16,119.403
DSP Midcap Fund – Direct Plan – Growth,2023-11-17,119.844
DSP Midcap Fund – Direct Plan – Growth,2023-11-20,119.936
DSP Midcap Fund – Direct Plan – Growth,2023-11-21,119.889
DSP Midcap Fund – Direct Plan – Growth,2023-11-22,120.25
DSP Midcap Fund – Direct Plan – Growth,2023-11-23,120.628
DSP Midcap Fund – Direct Plan – Growth,2023-11-24,121.098
DSP Midcap Fund – Direct Plan – Growth,2023-11-28,121.351
DSP Midcap Fund – Direct Plan – Growth,2023-11-29,122.166
DSP Midcap Fund – Direct Plan – Growth,2023-11-30,123.633
DSP Midcap Fund – Direct Plan – Growth,2023-12-01,124.705
DSP Midcap Fund – Direct Plan – Growth,2023-12-04,126.194
DSP Midcap Fund – Direct Plan – Growth,2023-12-05,126.192
DSP Midcap Fund – Direct Plan – Growth,2023-12-06,126.08
DSP Midcap Fund – Direct Plan – Growth,2023-12-07,126.596
DSP Midcap Fund – Direct Plan – Growth,2023-12-08,126.224
DSP Midcap Fund – Direct Plan – Growth,2023-12-11,126.795
DSP Midcap Fund – Direct Plan – Growth,2023-12-12,126.368
DSP Midcap Fund – Direct Plan – Growth,2023-12-13,127.478
DSP Midcap Fund – Direct Plan – Growth,2023-12-14,128.65
DSP Midcap Fund – Direct Plan – Growth,2023-12-15,129.148
DSP Midcap Fund – Direct Plan – Growth,2023-12-18,129.349
DSP Midcap Fund – Direct Plan – Growth,2023-12-19,129.364
DSP Midcap Fund – Direct Plan – Growth,2023-12-20,126.613
DSP Midcap Fund – Direct Plan – Growth,2023-12-21,127.377
DSP Midcap Fund – Direct Plan – Growth,2023-12-22,128.884
DSP Midcap Fund – Direct Plan – Growth,2023-12-26,129.512
DSP Midcap Fund – Direct Plan – Growth,2023-12-27,129.399
DSP Midcap Fund – Direct Plan – Growth,2023-12-28,130.285
DSP Midcap Fund – Direct Plan – Growth,2023-12-29,131.218
DSP Midcap Fund – Direct Plan – Growth,2024-01-01,131.397
DSP Midcap Fund – Direct Plan – Growth,2024-01-02,130.73
DSP Midcap Fund – Direct Plan – Growth,2024-01-03,130.743
DSP Midcap Fund – Direct Plan – Growth,2024-01-04,131.988
DSP Midcap Fund – Direct Plan – Growth,2024-01-05,132.728
DSP Midcap Fund – Direct Plan – Growth,2024-01-08,131.676
DSP Midcap Fund – Direct Plan – Growth,2024-01-09,131.9
DSP Midcap Fund – Direct Plan – Growth,2024-01-10,131.885
DSP Midcap Fund – Direct Plan – Growth,2024-01-11,132.103
DSP Midcap Fund – Direct Plan – Growth,2024-01-12,132.563
DSP Midcap Fund – Direct Plan – Growth,2024-01-15,133.245
DSP Midcap Fund – Direct Plan – Growth,2024-01-16,132.561
DSP Midcap Fund – Direct Plan – Growth,2024-01-17,131.436
DSP Midcap Fund – Direct Plan – Growth,2024-01-18,130.4
DSP Midcap Fund – Direct Plan – Growth,2024-01-19,131.413
DSP Midcap Fund – Direct Plan – Growth,2024-01-23,127.831
DSP Midcap Fund – Direct Plan – Growth,2024-01-24,129.787
DSP Midcap Fund – Direct Plan – Growth,2024-01-25,128.53
DSP Midcap Fund – Direct Plan – Growth,2024-01-29,129.819
DSP Midcap Fund – Direct Plan – Growth,2024-01-30,128.576
DSP Midcap Fund – Direct Plan – Growth,2024-01-31,130.306
DSP Midcap Fund – Direct Plan – Growth,2024-02-01,129.167
DSP Midcap Fund – Direct Plan – Growth,2024-02-02,130.046
DSP Midcap Fund – Direct Plan – Growth,2024-02-05,130.285
DSP Midcap Fund – Direct Plan – Growth,2024-02-06,131.554
DSP Midcap Fund – Direct Plan – Growth,2024-02-07,132.039
DSP Midcap Fund – Direct Plan – Growth,2024-02-08,131.43
DSP Midcap Fund – Direct Plan – Growth,2024-02-09,130.82
DSP Midcap Fund – Direct Plan – Growth,2024-02-12,128.31
DSP Midcap Fund – Direct Plan – Growth,2024-02-13,128.235
DSP Midcap Fund – Direct Plan – Growth,2024-02-14,128.445
DSP Midcap Fund – Direct Plan – Growth,2024-02-15,129.708
DSP Midcap Fund – Direct Plan – Growth,2024-02-16,131.549
DSP Midcap Fund – Direct Plan – Growth,2024-02-19,132.063
DSP Midcap Fund – Direct Plan – Growth,2024-02-20,131.372
DSP Midcap Fund – Direct Plan – Growth,2024-02-21,130.581
DSP Midcap Fund – Direct Plan – Growth,2024-02-22,130.783
DSP Midcap Fund – Direct Plan – Growth,2024-02-23,131.506
DSP Midcap Fund – Direct Plan – Growth,2024-02-26,131.027
DSP Midcap Fund – Direct Plan – Growth,2024-02-27,130.789
DSP Midcap Fund – Direct Plan – Growth,2024-02-28,128.77
DSP Midcap Fund – Direct Plan – Growth,2024-02-29,129.631
DSP Midcap Fund – Direct Plan – Growth,2024-03-01,130.677
DSP Midcap Fund – Direct Plan – Growth,2024-03-04,130.772
DSP Midcap Fund – Direct Plan – Growth,2024-03-05,129.832
DSP Midcap Fund – Direct Plan – Growth,2024-03-06,128.886
DSP Midcap Fund – Direct Plan – Growth,2024-03-07,129.569
DSP Midcap Fund – Direct Plan – Growth,2024-03-11,128.754
DSP Midcap Fund – Direct Plan – Growth,2024-03-12,127.581
DSP Midcap Fund – Direct Plan – Growth,2024-03-13,123.415
DSP Midcap Fund – Direct Plan – Growth,2024-03-14,125.034
DSP Midcap Fund – Direct Plan – Growth,2024-03-15,124.941
DSP Midcap Fund – Direct Plan – Growth,2024-03-18,124.33
DSP Midcap Fund – Direct Plan – Growth,2024-03-19,123.135
DSP Midcap Fund – Direct Plan – Growth,2024-03-20,122.926
DSP Midcap Fund – Direct Plan – Growth,2024-03-21,124.985
DSP Midcap Fund – Direct Plan – Growth,2024-03-22,125.266
DSP Midcap Fund – Direct Plan – Growth,2024-03-26,126.586
DSP Midcap Fund – Direct Plan – Growth,2024-03-27,127.164
DSP Midcap Fund – Direct Plan – Growth,2024-03-28,127.718
DSP Midcap Fund – Direct Plan – Growth,2024-03-31,127.715
DSP Midcap Fund – Direct Plan – Growth,2024-04-01,129.419
DSP Midcap Fund – Direct Plan – Growth,2024-04-02,130.366
DSP Midcap Fund – Direct Plan – Growth,2024-04-03,131.019
DSP Midcap Fund – Direct Plan – Growth,2024-04-04,131.794
DSP Midcap Fund – Direct Plan – Growth,2024-04-05,132.972
DSP Midcap Fund – Direct Plan – Growth,2024-04-08,133.145
DSP Midcap Fund – Direct Plan – Growth,2024-04-09,132.846
DSP Midcap Fund – Direct Plan – Growth,2024-04-10,133.921
DSP Midcap Fund – Direct Plan – Growth,2024-04-12,133.196
DSP Midcap Fund – Direct Plan – Growth,2024-04-15,132.13
DSP Midcap Fund – Direct Plan – Growth,2024-04-16,132.334
DSP Midcap Fund – Direct Plan – Growth,2024-04-18,132.185
DSP Midcap Fund – Direct Plan – Growth,2024-04-19,131.926
DSP Midcap Fund – Direct Plan – Growth,2024-04-22,132.685
DSP Midcap Fund – Direct Plan – Growth,2024-04-23,133.193
DSP Midcap Fund – Direct Plan – Growth,2024-04-24,134.181
DSP Midcap Fund – Direct Plan – Growth,2024-04-25,134.864
DSP Midcap Fund – Direct Plan – Growth,2024-04-26,135.645
DSP Midcap Fund – Direct Plan – Growth,2024-04-29,136.634
DSP Midcap Fund – Direct Plan – Growth,2024-04-30,137.608
DSP Midcap Fund – Direct Plan – Growth,2024-05-02,137.941
DSP Midcap Fund – Direct Plan – Growth,2024-05-03,137.808
DSP Midcap Fund – Direct Plan – Growth,2024-05-06,137.428
DSP Midcap Fund – Direct Plan – Growth,2024-05-07,135.898
DSP Midcap Fund – Direct Plan – Growth,2024-05-08,137.422
DSP Midcap Fund – Direct Plan – Growth,2024-05-09,135.361
DSP Midcap Fund – Direct Plan – Growth,2024-05-10,136.421
DSP Midcap Fund – Direct Plan – Growth,2024-05-13,136.945
DSP Midcap Fund – Direct Plan – Growth,2024-05-14,138.097
DSP Midcap Fund – Direct Plan – Growth,2024-05-15,139.517
DSP Midcap Fund – Direct Plan – Growth,2024-05-16,141.184
DSP Midcap Fund – Direct Plan – Growth,2024-05-17,142.792
DSP Midcap Fund – Direct Plan – Growth,2024-05-21,143.592
DSP Midcap Fund – Direct Plan – Growth,2024-05-22,143.799
DSP Midcap Fund – Direct Plan – Growth,2024-05-23,144.838
DSP Midcap Fund – Direct Plan – Growth,2024-05-24,145.647
DSP Midcap Fund – Direct Plan – Growth,2024-05-27,145.966
DSP Midcap Fund – Direct Plan – Growth,2024-05-28,145.624
DSP Midcap Fund – Direct Plan – Growth,2024-05-29,145.069
DSP Midcap Fund – Direct Plan – Growth,2024-05-30,144.014
DSP Midcap Fund – Direct Plan – Growth,2024-05-31,143.372
DSP Midcap Fund – Direct Plan – Growth,2024-06-03,147.673
DSP Midcap Fund – Direct Plan – Growth,2024-06-04,139.151
DSP Midcap Fund – Direct Plan – Growth,2024-06-05,143.499
DSP Midcap Fund – Direct Plan – Growth,2024-06-06,146.675
DSP Midcap Fund – Direct Plan – Growth,2024-06-07,148.565
DSP Midcap Fund – Direct Plan – Growth,2024-06-10,149.917
DSP Midcap Fund – Direct Plan – Growth,2024-06-11,151.523
DSP Midcap Fund – Direct Plan – Growth,2024-06-12,152.838
DSP Midcap Fund – Direct Plan – Growth,2024-06-13,154.104
DSP Midcap Fund – Direct Plan – Growth,2024-06-14,155.534
DSP Midcap Fund – Direct Plan – Growth,2024-06-18,157.278
DSP Midcap Fund – Direct Plan – Growth,2024-06-19,155.608
DSP Midcap Fund – Direct Plan – Growth,2024-06-20,156.468
DSP Midcap Fund – Direct Plan – Growth,2024-06-21,155.728
DSP Midcap Fund – Direct Plan – Growth,2024-06-24,156.155
DSP Midcap Fund – Direct Plan – Growth,2024-06-25,156.338
DSP Midcap Fund – Direct Plan – Growth,2024-06-26,155.53
DSP Midcap Fund – Direct Plan – Growth,2024-06-27,155.188
DSP Midcap Fund – Direct Plan – Growth,2024-06-28,156.116
DSP Midcap Fund – Direct Plan – Growth,2024-07-01,157.678
DSP Midcap Fund – Direct Plan – Growth,2024-07-02,157.338
DSP Midcap Fund – Direct Plan – Growth,2024-07-03,158.492
DSP Midcap Fund – Direct Plan – Growth,2024-07-04,158.97
DSP Midcap Fund – Direct Plan – Growth,2024-07-05,160.077
DSP Midcap Fund – Direct Plan – Growth,2024-07-08,159.997
DSP Midcap Fund – Direct Plan – Growth,2024-07-09,160.827
DSP Midcap Fund – Direct Plan – Growth,2024-07-10,159.828
DSP Midcap Fund – Direct Plan – Growth,2024-07-11,159.983
DSP Midcap Fund – Direct Plan – Growth,2024-07-12,160.274
DSP Midcap Fund – Direct Plan – Growth,2024-07-15,161.568
DSP Midcap Fund – Direct Plan – Growth,2024-07-16,161.636
DSP Midcap Fund – Direct Plan – Growth,2024-07-18,160.241
DSP Midcap Fund – Direct Plan – Growth,2024-07-19,157.582
DSP Midcap Fund – Direct Plan – Growth,2024-07-22,159.075
DSP Midcap Fund – Direct Plan – Growth,2024-07-23,158.75
DSP Midcap Fund – Direct Plan – Growth,2024-07-24,160.123
DSP Midcap Fund – Direct Plan – Growth,2024-07-25,160.25
DSP Midcap Fund – Direct Plan – Growth,2024-07-26,162.609
DSP Midcap Fund – Direct Plan – Growth,2024-07-29,163.825
DSP Midcap Fund – Direct Plan – Growth,2024-07-30,164.237
DSP Midcap Fund – Direct Plan – Growth,2024-07-31,164.976
DSP Midcap Fund – Direct Plan – Growth,2024-08-01,164.093
DSP Midcap Fund – Direct Plan – Growth,2024-08-02,162.406
DSP Midcap Fund – Direct Plan – Growth,2024-08-05,156.748
DSP Midcap Fund – Direct Plan – Growth,2024-08-06,155.946
DSP Midcap Fund – Direct Plan – Growth,2024-08-07,159.659
DSP Midcap Fund – Direct Plan – Growth,2024-08-08,159.035
DSP Midcap Fund – Direct Plan – Growth,2024-08-09,160.129
DSP Midcap Fund – Direct Plan – Growth,2024-08-12,160.488
DSP Midcap Fund – Direct Plan – Growth,2024-08-13,159.433
DSP Midcap Fund – Direct Plan – Growth,2024-08-14,158.629
DSP Midcap Fund – Direct Plan – Growth,2024-08-16,161.546
DSP Midcap Fund – Direct Plan – Growth,2024-08-19,162.32
DSP Midcap Fund – Direct Plan – Growth,2024-08-20,163.472
DSP Midcap Fund – Direct Plan – Growth,2024-08-21,164.825
DSP Midcap Fund – Direct Plan – Growth,2024-08-22,165.783
DSP Midcap Fund – Direct Plan – Growth,2024-08-23,165.029
DSP Midcap Fund – Direct Plan – Growth,2024-08-26,165.386
DSP Midcap Fund – Direct Plan – Growth,2024-08-27,165.743
DSP Midcap Fund – Direct Plan – Growth,2024-08-28,165.595
DSP Midcap Fund – Direct Plan – Growth,2024-08-29,164.998
DSP Midcap Fund – Direct Plan – Growth,2024-08-30,166.659
DSP Midcap Fund – Direct Plan – Growth,2024-09-02,166.497
DSP Midcap Fund – Direct Plan – Growth,2024-09-03,167.482
DSP Midcap Fund – Direct Plan – Growth,2024-09-04,167.28
DSP Midcap Fund – Direct Plan – Growth,2024-09-05,167.751
DSP Midcap Fund – Direct Plan – Growth,2024-09-06,165.888
DSP Midcap Fund – Direct Plan – Growth,2024-09-09,165.581
DSP Midcap Fund – Direct Plan – Growth,2024-09-10,167.066
DSP Midcap Fund – Direct Plan – Growth,2024-09-11,166.372
DSP Midcap Fund – Direct Plan – Growth,2024-09-12,167.766
DSP Midcap Fund – Direct Plan – Growth,2024-09-13,168.768
DSP Midcap Fund – Direct Plan – Growth,2024-09-16,168.911
DSP Midcap Fund – Direct Plan – Growth,2024-09-17,168.819
DSP Midcap Fund – Direct Plan – Growth,2024-09-18,167.489
DSP Midcap Fund – Direct Plan – Growth,2024-09-19,166.839
DSP Midcap Fund – Direct Plan – Growth,2024-09-20,167.657
DSP Midcap Fund – Direct Plan – Growth,2024-09-23,168.943
DSP Midcap Fund – Direct Plan – Growth,2024-09-24,169.54
DSP Midcap Fund – Direct Plan – Growth,2024-09-25,168.744
DSP Midcap Fund – Direct Plan – Growth,2024-09-26,168.323
DSP Midcap Fund – Direct Plan – Growth,2024-09-27,168.966
DSP Midcap Fund – Direct Plan – Growth,2024-09-30,169.014
DSP Midcap Fund – Direct Plan – Growth,2024-10-01,169.67
DSP Midcap Fund – Direct Plan – Growth,2024-10-03,166.462
DSP Midcap Fund – Direct Plan – Growth,2024-10-04,165.384
DSP Midcap Fund – Direct Plan – Growth,2024-10-07,162.726
DSP Midcap Fund – Direct Plan – Growth,2024-10-08,165.247
