fund_name,nav_date,nav_value
Nippon India Small Cap Fund - Growth,2022-02-11,92.408
Nippon India Small Cap Fund - Growth,2022-02-14,88.4636
Nippon India Small Cap Fund - Growth,2022-02-15,90.6879
Nippon India Small Cap Fund - Growth,2022-02-16,91.0311
Nippon India Small Cap Fund - Growth,2022-02-17,90.6393
Nippon India Small Cap Fund - Growth,2022-02-18,89.9651
Nippon India Small Cap Fund - Growth,2022-02-21,88.4796
Nippon India Small Cap Fund - Growth,2022-02-22,87.2866
Nippon India Small Cap Fund - Growth,2022-02-23,88.1148
Nippon India Small Cap Fund - Growth,2022-02-24,83.6577
Nippon India Small Cap Fund - Growth,2022-02-25,87.0849
Nippon India Small Cap Fund - Growth,2022-02-28,87.3533
Nippon India Small Cap Fund - Growth,2022-03-02,87.0627
Nippon India Small Cap Fund - Growth,2022-03-03,87.2041
Nippon India Small Cap Fund - Growth,2022-03-04,85.591
Nippon India Small Cap Fund - Growth,2022-03-07,84.0231
Nippon India Small Cap Fund - Growth,2022-03-08,85.03
Nippon India Small Cap Fund - Growth,2022-03-09,86.6645
Nippon India Small Cap Fund - Growth,2022-03-10,87.7808
Nippon India Small Cap Fund - Growth,2022-03-11,88.6415
Nippon India Small Cap Fund - Growth,2022-03-14,89.2322
Nippon India Small Cap Fund - Growth,2022-03-15,88.2381
Nippon India Small Cap Fund - Growth,2022-03-16,89.4707
Nippon India Small Cap Fund - Growth,2022-03-17,90.4876
Nippon India Small Cap Fund - Growth,2022-03-21,91.278
Nippon India Small Cap Fund - Growth,2022-03-22,91.8017
Nippon India Small Cap Fund - Growth,2022-03-23,91.5816
Nippon India Small Cap Fund - Growth,2022-03-24,91.4078
Nippon India Small Cap Fund - Growth,2022-03-25,90.849
Nippon India Small Cap Fund - Growth,2022-03-28,90.534
Nippon India Small Cap Fund - Growth,2022-03-29,91.157
Nippon India Small Cap Fund - Growth,2022-03-30,92.4379
Nippon India Small Cap Fund - Growth,2022-03-31,92.9545
Nippon India Small Cap Fund - Growth,2022-04-01,94.1589
Nippon India Small Cap Fund - Growth,2022-04-04,95.455
Nippon India Small Cap Fund - Growth,2022-04-05,96.3879
Nippon India Small Cap Fund - Growth,2022-04-06,96.8101
Nippon India Small Cap Fund - Growth,2022-04-07,96.4762
Nippon India Small Cap Fund - Growth,2022-04-08,97.5277
Nippon India Small Cap Fund - Growth,2022-04-11,97.5777
Nippon India Small Cap Fund - Growth,2022-04-12,96.4762
Nippon India Small Cap Fund - Growth,2022-04-13,97.0702
Nippon India Small Cap Fund - Growth,2022-04-18,96.0243
Nippon India Small Cap Fund - Growth,2022-04-19,94.6327
Nippon India Small Cap Fund - Growth,2022-04-20,94.7545
Nippon India Small Cap Fund - Growth,2022-04-21,96.111
Nippon India Small Cap Fund - Growth,2022-04-22,95.8345
Nippon India Small Cap Fund - Growth,2022-04-25,94.2719
Nippon India Small Cap Fund - Growth,2022-04-26,95.2715
Nippon India Small Cap Fund - Growth,2022-04-27,94.9042
Nippon India Small Cap Fund - Growth,2022-04-28,95.4119
Nippon India Small Cap Fund - Growth,2022-04-29,94.5293
Nippon India Small Cap Fund - Growth,2022-05-02,93.5737
Nippon India Small Cap Fund - Growth,2022-05-04,91.4891
Nippon India Small Cap Fund - Growth,2022-05-05,91.2593
Nippon India Small Cap Fund - Growth,2022-05-06,89.4521
Nippon India Small Cap Fund - Growth,2022-05-09,87.9328
Nippon India Small Cap Fund - Growth,2022-05-10,86.4092
Nippon India Small Cap Fund - Growth,2022-05-11,84.8233
Nippon India Small Cap Fund - Growth,2022-05-12,83.0261
Nippon India Small Cap Fund - Growth,2022-05-13,83.9039
Nippon India Small Cap Fund - Growth,2022-05-16,84.7568
Nippon India Small Cap Fund - Growth,2022-05-17,87.0087
Nippon India Small Cap Fund - Growth,2022-05-18,87.258
Nippon India Small Cap Fund - Growth,2022-05-19,85.2296
Nippon India Small Cap Fund - Growth,2022-05-20,86.6421
Nippon India Small Cap Fund - Growth,2022-05-23,86.1384
Nippon India Small Cap Fund - Growth,2022-05-24,85.2233
Nippon India Small Cap Fund - Growth,2022-05-25,82.8762
Nippon India Small Cap Fund - Growth,2022-05-26,83.6924
Nippon India Small Cap Fund - Growth,2022-05-27,85.0806
Nippon India Small Cap Fund - Growth,2022-05-30,87.0891
Nippon India Small Cap Fund - Growth,2022-05-31,87.9753
Nippon India Small Cap Fund - Growth,2022-06-01,88.8005
Nippon India Small Cap Fund - Growth,2022-06-02,89.2892
Nippon India Small Cap Fund - Growth,2022-06-03,88.4882
Nippon India Small Cap Fund - Growth,2022-06-06,87.8011
Nippon India Small Cap Fund - Growth,2022-06-07,87.1957
Nippon India Small Cap Fund - Growth,2022-06-08,86.8341
Nippon India Small Cap Fund - Growth,2022-06-09,87.0174
Nippon India Small Cap Fund - Growth,2022-06-10,86.436
Nippon India Small Cap Fund - Growth,2022-06-13,84.0258
Nippon India Small Cap Fund - Growth,2022-06-14,84.1267
Nippon India Small Cap Fund - Growth,2022-06-15,84.8192
Nippon India Small Cap Fund - Growth,2022-06-16,82.6698
Nippon India Small Cap Fund - Growth,2022-06-17,82.054
Nippon India Small Cap Fund - Growth,2022-06-20,80.3591
Nippon India Small Cap Fund - Growth,2022-06-21,82.3061
Nippon India Small Cap Fund - Growth,2022-06-22,81.5579
Nippon India Small Cap Fund - Growth,2022-06-23,82.2678
Nippon India Small Cap Fund - Growth,2022-06-24,83.6732
Nippon India Small Cap Fund - Growth,2022-06-27,85.2164
Nippon India Small Cap Fund - Growth,2022-06-28,85.7289
Nippon India Small Cap Fund - Growth,2022-06-29,85.5723
Nippon India Small Cap Fund - Growth,2022-06-30,85.2665
Nippon India Small Cap Fund - Growth,2022-07-01,85.2
Nippon India Small Cap Fund - Growth,2022-07-04,85.8618
Nippon India Small Cap Fund - Growth,2022-07-05,86.0526
Nippon India Small Cap Fund - Growth,2022-07-06,86.7766
Nippon India Small Cap Fund - Growth,2022-07-07,87.7502
Nippon India Small Cap Fund - Growth,2022-07-08,88.3659
Nippon India Small Cap Fund - Growth,2022-07-11,88.8315
Nippon India Small Cap Fund - Growth,2022-07-12,88.3619
Nippon India Small Cap Fund - Growth,2022-07-13,88.4469
Nippon India Small Cap Fund - Growth,2022-07-14,88.0409
Nippon India Small Cap Fund - Growth,2022-07-15,88.4773
Nippon India Small Cap Fund - Growth,2022-07-18,89.6026
Nippon India Small Cap Fund - Growth,2022-07-19,90.6444
Nippon India Small Cap Fund - Growth,2022-07-20,91.0946
Nippon India Small Cap Fund - Growth,2022-07-21,92.0259
Nippon India Small Cap Fund - Growth,2022-07-22,92.1222
Nippon India Small Cap Fund - Growth,2022-07-25,92.1774
Nippon India Small Cap Fund - Growth,2022-07-26,91.3472
Nippon India Small Cap Fund - Growth,2022-07-27,91.5212
Nippon India Small Cap Fund - Growth,2022-07-28,92.0497
Nippon India Small Cap Fund - Growth,2022-07-29,93.1519
Nippon India Small Cap Fund - Growth,2022-08-01,94.2734
Nippon India Small Cap Fund - Growth,2022-08-02,94.4625
Nippon India Small Cap Fund - Growth,2022-08-03,94.2398
Nippon India Small Cap Fund - Growth,2022-08-04,94.1877
Nippon India Small Cap Fund - Growth,2022-08-05,94.2702
Nippon India Small Cap Fund - Growth,2022-08-08,94.5668
Nippon India Small Cap Fund - Growth,2022-08-10,94.5997
Nippon India Small Cap Fund - Growth,2022-08-11,95.0861
Nippon India Small Cap Fund - Growth,2022-08-12,95.1915
Nippon India Small Cap Fund - Growth,2022-08-16,95.65
Nippon India Small Cap Fund - Growth,2022-08-17,96.0551
Nippon India Small Cap Fund - Growth,2022-08-18,96.3548
Nippon India Small Cap Fund - Growth,2022-08-19,95.6356
Nippon India Small Cap Fund - Growth,2022-08-22,94.7991
Nippon India Small Cap Fund - Growth,2022-08-23,95.6354
Nippon India Small Cap Fund - Growth,2022-08-24,96.3015
Nippon India Small Cap Fund - Growth,2022-08-25,96.3567
Nippon India Small Cap Fund - Growth,2022-08-26,97.0813
Nippon India Small Cap Fund - Growth,2022-08-29,96.7863
Nippon India Small Cap Fund - Growth,2022-08-30,98.0566
Nippon India Small Cap Fund - Growth,2022-09-01,98.7009
Nippon India Small Cap Fund - Growth,2022-09-02,98.7071
Nippon India Small Cap Fund - Growth,2022-09-05,99.6033
Nippon India Small Cap Fund - Growth,2022-09-06,99.758
Nippon India Small Cap Fund - Growth,2022-09-07,100.4986
Nippon India Small Cap Fund - Growth,2022-09-08,101.1741
Nippon India Small Cap Fund - Growth,2022-09-09,101.5311
Nippon India Small Cap Fund - Growth,2022-09-12,102.7638
Nippon India Small Cap Fund - Growth,2022-09-13,103.0445
Nippon India Small Cap Fund - Growth,2022-09-14,103.058
Nippon India Small Cap Fund - Growth,2022-09-15,103.107
Nippon India Small Cap Fund - Growth,2022-09-16,100.7638
Nippon India Small Cap Fund - Growth,2022-09-19,100.4845
Nippon India Small Cap Fund - Growth,2022-09-20,101.723
Nippon India Small Cap Fund - Growth,2022-09-21,101.2369
Nippon India Small Cap Fund - Growth,2022-09-22,101.5262
Nippon India Small Cap Fund - Growth,2022-09-23,99.8747
Nippon India Small Cap Fund - Growth,2022-09-26,97.0152
Nippon India Small Cap Fund - Growth,2022-09-27,97.422
Nippon India Small Cap Fund - Growth,2022-09-28,97.1906
Nippon India Small Cap Fund - Growth,2022-09-29,97.5094
Nippon India Small Cap Fund - Growth,2022-09-30,99.2356
Nippon India Small Cap Fund - Growth,2022-10-03,98.5542
Nippon India Small Cap Fund - Growth,2022-10-04,99.8459
Nippon India Small Cap Fund - Growth,2022-10-06,101.1513
Nippon India Small Cap Fund - Growth,2022-10-07,101.6316
Nippon India Small Cap Fund - Growth,2022-10-10,101.0998
Nippon India Small Cap Fund - Growth,2022-10-11,99.811
Nippon India Small Cap Fund - Growth,2022-10-12,100.1956
Nippon India Small Cap Fund - Growth,2022-10-13,99.7704
Nippon India Small Cap Fund - Growth,2022-10-14,99.5692
Nippon India Small Cap Fund - Growth,2022-10-17,99.529
Nippon India Small Cap Fund - Growth,2022-10-18,100.5169
Nippon India Small Cap Fund - Growth,2022-10-19,100.5343
Nippon India Small Cap Fund - Growth,2022-10-20,100.5518
Nippon India Small Cap Fund - Growth,2022-10-21,99.8107
Nippon India Small Cap Fund - Growth,2022-10-25,100.9836
Nippon India Small Cap Fund - Growth,2022-10-27,101.1988
Nippon India Small Cap Fund - Growth,2022-10-28,100.4019
Nippon India Small Cap Fund - Growth,2022-10-31,101.0978
Nippon India Small Cap Fund - Growth,2022-11-01,101.3595
Nippon India Small Cap Fund - Growth,2022-11-02,101.4592
Nippon India Small Cap Fund - Growth,2022-11-03,101.6829
Nippon India Small Cap Fund - Growth,2022-11-04,101.5894
Nippon India Small Cap Fund - Growth,2022-11-07,102.1297
Nippon India Small Cap Fund - Growth,2022-11-09,101.5467
Nippon India Small Cap Fund - Growth,2022-11-10,100.4298
Nippon India Small Cap Fund - Growth,2022-11-11,101.008
Nippon India Small Cap Fund - Growth,2022-11-14,101.0752
Nippon India Small Cap Fund - Growth,2022-11-15,101.2859
Nippon India Small Cap Fund - Growth,2022-11-16,101.4766
Nippon India Small Cap Fund - Growth,2022-11-17,101.5981
Nippon India Small Cap Fund - Growth,2022-11-18,101.4568
Nippon India Small Cap Fund - Growth,2022-11-21,101.3299
Nippon India Small Cap Fund - Growth,2022-11-22,101.2705
Nippon India Small Cap Fund - Growth,2022-11-23,101.8403
Nippon India Small Cap Fund - Growth,2022-11-24,102.5257
Nippon India Small Cap Fund - Growth,2022-11-25,103.1764
Nippon India Small Cap Fund - Growth,2022-11-28,103.8336
Nippon India Small Cap Fund - Growth,2022-11-29,103.3796
Nippon India Small Cap Fund - Growth,2022-11-30,103.9303
Nippon India Small Cap Fund - Growth,2022-12-01,104.5157
Nippon India Small Cap Fund - Growth,2022-12-02,105.2059
Nippon India Small Cap Fund - Growth,2022-12-05,105.3053
Nippon India Small Cap Fund - Growth,2022-12-06,105.0676
Nippon India Small Cap Fund - Growth,2022-12-07,104.7023
Nippon India Small Cap Fund - Growth,2022-12-08,105.0844
Nippon India Small Cap Fund - Growth,2022-12-09,104.2971
Nippon India Small Cap Fund - Growth,2022-12-12,104.7132
Nippon India Small Cap Fund - Growth,2022-12-13,105.1136
Nippon India Small Cap Fund - Growth,2022-12-14,105.5187
Nippon India Small Cap Fund - Growth,2022-12-15,104.813
Nippon India Small Cap Fund - Growth,2022-12-16,103.9563
Nippon India Small Cap Fund - Growth,2022-12-19,104.2345
Nippon India Small Cap Fund - Growth,2022-12-20,104.1153
Nippon India Small Cap Fund - Growth,2022-12-21,102.1389
Nippon India Small Cap Fund - Growth,2022-12-22,100.7884
Nippon India Small Cap Fund - Growth,2022-12-23,97.3391
Nippon India Small Cap Fund - Growth,2022-12-26,99.6852
Nippon India Small Cap Fund - Growth,2022-12-27,101.0209
Nippon India Small Cap Fund - Growth,2022-12-28,101.3164
Nippon India Small Cap Fund - Growth,2022-12-29,101.4831
Nippon India Small Cap Fund - Growth,2022-12-30,102.1231
Nippon India Small Cap Fund - Growth,2023-01-02,102.7552
Nippon India Small Cap Fund - Growth,2023-01-03,102.9117
Nippon India Small Cap Fund - Growth,2023-01-04,102.0671
Nippon India Small Cap Fund - Growth,2023-01-05,102.1734
Nippon India Small Cap Fund - Growth,2023-01-06,101.6315
Nippon India Small Cap Fund - Growth,2023-01-09,102.3057
Nippon India Small Cap Fund - Growth,2023-01-10,101.8009
Nippon India Small Cap Fund - Growth,2023-01-11,101.8938
Nippon India Small Cap Fund - Growth,2023-01-12,102.0545
Nippon India Small Cap Fund - Growth,2023-01-13,102.2952
Nippon India Small Cap Fund - Growth,2023-01-16,101.8293
Nippon India Small Cap Fund - Growth,2023-01-17,102.0258
Nippon India Small Cap Fund - Growth,2023-01-18,102.2587
Nippon India Small Cap Fund - Growth,2023-01-19,102.1771
Nippon India Small Cap Fund - Growth,2023-01-20,101.7335
Nippon India Small Cap Fund - Growth,2023-01-23,101.4106
Nippon India Small Cap Fund - Growth,2023-01-24,101.1681
Nippon India Small Cap Fund - Growth,2023-01-25,100.212
Nippon India Small Cap Fund - Growth,2023-01-27,98.3797
Nippon India Small Cap Fund - Growth,2023-01-30,98.3418
Nippon India Small Cap Fund - Growth,2023-01-31,100.6416
Nippon India Small Cap Fund - Growth,2023-02-01,99.6408
Nippon India Small Cap Fund - Growth,2023-02-02,100.0028
Nippon India Small Cap Fund - Growth,2023-02-03,100.034
Nippon India Small Cap Fund - Growth,2023-02-06,100.423
Nippon India Small Cap Fund - Growth,2023-02-07,100.6953
Nippon India Small Cap Fund - Growth,2023-02-08,101.1285
Nippon India Small Cap Fund - Growth,2023-02-09,101.0803
Nippon India Small Cap Fund - Growth,2023-02-10,101.6462
Nippon India Small Cap Fund - Growth,2023-02-13,100.796
Nippon India Small Cap Fund - Growth,2023-02-14,100.5058
Nippon India Small Cap Fund - Growth,2023-02-15,101.0151
Nippon India Small Cap Fund - Growth,2023-02-16,101.799
Nippon India Small Cap Fund - Growth,2023-02-17,101.5899
Nippon India Small Cap Fund - Growth,2023-02-20,101.5017
Nippon India Small Cap Fund - Growth,2023-02-21,101.3181
Nippon India Small Cap Fund - Growth,2023-02-22,99.9949
Nippon India Small Cap Fund - Growth,2023-02-23,100.2135
Nippon India Small Cap Fund - Growth,2023-02-24,100.3655
Nippon India Small Cap Fund - Growth,2023-02-27,99.2846
Nippon India Small Cap Fund - Growth,2023-02-28,99.6774
Nippon India Small Cap Fund - Growth,2023-03-01,100.8963
Nippon India Small Cap Fund - Growth,2023-03-02,100.7326
Nippon India Small Cap Fund - Growth,2023-03-03,101.498
Nippon India Small Cap Fund - Growth,2023-03-06,102.3255
Nippon India Small Cap Fund - Growth,2023-03-08,102.9371
Nippon India Small Cap Fund - Growth,2023-03-09,102.6873
Nippon India Small Cap Fund - Growth,2023-03-10,102.0927
Nippon India Small Cap Fund - Growth,2023-03-13,100.1494
Nippon India Small Cap Fund - Growth,2023-03-14,99.4576
Nippon India Small Cap Fund - Growth,2023-03-15,99.7086
Nippon India Small Cap Fund - Growth,2023-03-16,99.0831
Nippon India Small Cap Fund - Growth,2023-03-17,99.5777
Nippon India Small Cap Fund - Growth,2023-03-20,98.6903
Nippon India Small Cap Fund - Growth,2023-03-21,99.2468
Nippon India Small Cap Fund - Growth,2023-03-22,100.0065
Nippon India Small Cap Fund - Growth,2023-03-23,99.8301
Nippon India Small Cap Fund - Growth,2023-03-24,98.8382
Nippon India Small Cap Fund - Growth,2023-03-27,97.743
Nippon India Small Cap Fund - Growth,2023-03-28,97.2487
Nippon India Small Cap Fund - Growth,2023-03-29,98.6961
Nippon India Small Cap Fund - Growth,2023-03-31,100.0587
Nippon India Small Cap Fund - Growth,2023-04-03,100.5273
Nippon India Small Cap Fund - Growth,2023-04-05,101.4682
Nippon India Small Cap Fund - Growth,2023-04-06,101.9242
Nippon India Small Cap Fund - Growth,2023-04-10,101.96
Nippon India Small Cap Fund - Growth,2023-04-11,102.4843
Nippon India Small Cap Fund - Growth,2023-04-12,102.8043
Nippon India Small Cap Fund - Growth,2023-04-13,103.1198
Nippon India Small Cap Fund - Growth,2023-04-17,103.2715
Nippon India Small Cap Fund - Growth,2023-04-18,103.4451
Nippon India Small Cap Fund - Growth,2023-04-19,103.5013
Nippon India Small Cap Fund - Growth,2023-04-20,103.5718
Nippon India Small Cap Fund - Growth,2023-04-21,103.4491
Nippon India Small Cap Fund - Growth,2023-04-24,103.7911
Nippon India Small Cap Fund - Growth,2023-04-25,103.936
Nippon India Small Cap Fund - Growth,2023-04-26,104.1453
Nippon India Small Cap Fund - Growth,2023-04-27,104.6137
Nippon India Small Cap Fund - Growth,2023-04-28,105.4929
Nippon India Small Cap Fund - Growth,2023-05-02,106.1675
Nippon India Small Cap Fund - Growth,2023-05-03,106.6082
Nippon India Small Cap Fund - Growth,2023-05-04,107.287
Nippon India Small Cap Fund - Growth,2023-05-05,106.9571
Nippon India Small Cap Fund - Growth,2023-05-08,107.7804
Nippon India Small Cap Fund - Growth,2023-05-09,107.4416
Nippon India Small Cap Fund - Growth,2023-05-10,108.0039
Nippon India Small Cap Fund - Growth,2023-05-11,108.6425
Nippon India Small Cap Fund - Growth,2023-05-12,108.6203
Nippon India Small Cap Fund - Growth,2023-05-15,109.0849
Nippon India Small Cap Fund - Growth,2023-05-16,109.1744
Nippon India Small Cap Fund - Growth,2023-05-17,109.6044
Nippon India Small Cap Fund - Growth,2023-05-18,109.471
Nippon India Small Cap Fund - Growth,2023-05-19,109.4846
Nippon India Small Cap Fund - Growth,2023-05-22,110.1053
Nippon India Small Cap Fund - Growth,2023-05-23,110.052
Nippon India Small Cap Fund - Growth,2023-05-24,110.1973
Nippon India Small Cap Fund - Growth,2023-05-25,110.4188
Nippon India Small Cap Fund - Growth,2023-05-26,110.9613
Nippon India Small Cap Fund - Growth,2023-05-29,111.3741
Nippon India Small Cap Fund - Growth,2023-05-30,111.7084
Nippon India Small Cap Fund - Growth,2023-05-31,112.6206
Nippon India Small Cap Fund - Growth,2023-06-01,113.2503
Nippon India Small Cap Fund - Growth,2023-06-02,113.9127
Nippon India Small Cap Fund - Growth,2023-06-05,114.7208
Nippon India Small Cap Fund - Growth,2023-06-06,115.3634
Nippon India Small Cap Fund - Growth,2023-06-07,116.5335
Nippon India Small Cap Fund - Growth,2023-06-08,115.9026
Nippon India Small Cap Fund - Growth,2023-06-09,115.9835
Nippon India Small Cap Fund - Growth,2023-06-12,116.3771
Nippon India Small Cap Fund - Growth,2023-06-13,116.7067
Nippon India Small Cap Fund - Growth,2023-06-14,116.9403
Nippon India Small Cap Fund - Growth,2023-06-15,117.1728
Nippon India Small Cap Fund - Growth,2023-06-16,118.1254
Nippon India Small Cap Fund - Growth,2023-06-19,118.4654
Nippon India Small Cap Fund - Growth,2023-06-20,118.9501
Nippon India Small Cap Fund - Growth,2023-06-21,119.7809
Nippon India Small Cap Fund - Growth,2023-06-22,119.2473
Nippon India Small Cap Fund - Growth,2023-06-23,118.1166
Nippon India Small Cap Fund - Growth,2023-06-26,118.6773
Nippon India Small Cap Fund - Growth,2023-06-27,119.3746
Nippon India Small Cap Fund - Growth,2023-06-28,119.5648
Nippon India Small Cap Fund - Growth,2023-06-30,120.168
Nippon India Small Cap Fund - Growth,2023-07-03,120.7581
Nippon India Small Cap Fund - Growth,2023-07-04,120.6521
Nippon India Small Cap Fund - Growth,2023-07-05,121.3495
Nippon India Small Cap Fund - Growth,2023-07-06,122.107
Nippon India Small Cap Fund - Growth,2023-07-07,121.7425
Nippon India Small Cap Fund - Growth,2023-07-10,121.5571
Nippon India Small Cap Fund - Growth,2023-07-11,122.5134
Nippon India Small Cap Fund - Growth,2023-07-12,123.2185
Nippon India Small Cap Fund - Growth,2023-07-13,122.7141
Nippon India Small Cap Fund - Growth,2023-07-14,123.6655
Nippon India Small Cap Fund - Growth,2023-07-17,124.6549
Nippon India Small Cap Fund - Growth,2023-07-18,124.0586
Nippon India Small Cap Fund - Growth,2023-07-19,125.0259
Nippon India Small Cap Fund - Growth,2023-07-20,125.2529
Nippon India Small Cap Fund - Growth,2023-07-21,125.0709
Nippon India Small Cap Fund - Growth,2023-07-24,125.3154
Nippon India Small Cap Fund - Growth,2023-07-25,125.5639
Nippon India Small Cap Fund - Growth,2023-07-26,125.9138
Nippon India Small Cap Fund - Growth,2023-07-27,125.8473
Nippon India Small Cap Fund - Growth,2023-07-28,126.3004
Nippon India Small Cap Fund - Growth,2023-07-31,127.6549
Nippon India Small Cap Fund - Growth,2023-08-01,127.9481
Nippon India Small Cap Fund - Growth,2023-08-02,126.5429
Nippon India Small Cap Fund - Growth,2023-08-03,126.6237
Nippon India Small Cap Fund - Growth,2023-08-04,127.2392
Nippon India Small Cap Fund - Growth,2023-08-07,127.5925
Nippon India Small Cap Fund - Growth,2023-08-08,128.8424
Nippon India Small Cap Fund - Growth,2023-08-09,129.1393
Nippon India Small Cap Fund - Growth,2023-08-10,128.8397
Nippon India Small Cap Fund - Growth,2023-08-11,128.703
Nippon India Small Cap Fund - Growth,2023-08-14,127.9856
Nippon India Small Cap Fund - Growth,2023-08-16,127.6251
Nippon India Small Cap Fund - Growth,2023-08-17,128.2248
Nippon India Small Cap Fund - Growth,2023-08-18,127.9759
Nippon India Small Cap Fund - Growth,2023-08-21,128.8331
Nippon India Small Cap Fund - Growth,2023-08-22,130.0389
Nippon India Small Cap Fund - Growth,2023-08-23,130.7615
Nippon India Small Cap Fund - Growth,2023-08-24,130.4795
Nippon India Small Cap Fund - Growth,2023-08-25,130.3601
Nippon India Small Cap Fund - Growth,2023-08-28,131.108
Nippon India Small Cap Fund - Growth,2023-08-29,131.7301
Nippon India Small Cap Fund - Growth,2023-08-30,132.5529
Nippon India Small Cap Fund - Growth,2023-08-31,133.7825
Nippon India Small Cap Fund - Growth,2023-09-01,134.8962
Nippon India Small Cap Fund - Growth,2023-09-04,136.2079
Nippon India Small Cap Fund - Growth,2023-09-05,137.2798
Nippon India Small Cap Fund - Growth,2023-09-06,137.1979
Nippon India Small Cap Fund - Growth,2023-09-07,137.6034
Nippon India Small Cap Fund - Growth,2023-09-08,138.5435
Nippon India Small Cap Fund - Growth,2023-09-11,139.7459
Nippon India Small Cap Fund - Growth,2023-09-12,134.851
Nippon India Small Cap Fund - Growth,2023-09-13,136.023
Nippon India Small Cap Fund - Growth,2023-09-14,137.0399
Nippon India Small Cap Fund - Growth,2023-09-15,136.9953
Nippon India Small Cap Fund - Growth,2023-09-18,136.1308
Nippon India Small Cap Fund - Growth,2023-09-20,135.289
Nippon India Small Cap Fund - Growth,2023-09-21,134.0122
Nippon India Small Cap Fund - Growth,2023-09-22,133.8741
Nippon India Small Cap Fund - Growth,2023-09-25,134.2018
Nippon India Small Cap Fund - Growth,2023-09-26,134.7757
Nippon India Small Cap Fund - Growth,2023-09-27,135.4432
Nippon India Small Cap Fund - Growth,2023-09-29,135.5188
Nippon India Small Cap Fund - Growth,2023-10-03,136.1616
Nippon India Small Cap Fund - Growth,2023-10-04,134.8223
Nippon India Small Cap Fund - Growth,2023-10-05,135.5526
Nippon India Small Cap Fund - Growth,2023-10-06,136.3257
Nippon India Small Cap Fund - Growth,2023-10-09,134.4442
Nippon India Small Cap Fund - Growth,2023-10-10,135.9056
Nippon India Small Cap Fund - Growth,2023-10-11,136.7425
Nippon India Small Cap Fund - Growth,2023-10-12,137.3678
Nippon India Small Cap Fund - Growth,2023-10-13,137.2169
Nippon India Small Cap Fund - Growth,2023-10-16,137.6497
Nippon India Small Cap Fund - Growth,2023-10-17,138.2678
Nippon India Small Cap Fund - Growth,2023-10-18,137.7805
Nippon India Small Cap Fund - Growth,2023-10-19,137.6961
Nippon India Small Cap Fund - Growth,2023-10-20,137.0188
Nippon India Small Cap Fund - Growth,2023-10-23,132.4422
Nippon India Small Cap Fund - Growth,2023-10-25,131.3288
Nippon India Small Cap Fund - Growth,2023-10-26,130.9224
Nippon India Small Cap Fund - Growth,2023-10-27,133.2994
Nippon India Small Cap Fund - Growth,2023-10-30,133.6865
Nippon India Small Cap Fund - Growth,2023-10-31,133.7793
Nippon India Small Cap Fund - Growth,2023-11-01,133.6674
Nippon India Small Cap Fund - Growth,2023-11-02,134.7993
Nippon India Small Cap Fund - Growth,2023-11-03,135.9466
Nippon India Small Cap Fund - Growth,2023-11-06,137.0981
Nippon India Small Cap Fund - Growth,2023-11-07,137.106
Nippon India Small Cap Fund - Growth,2023-11-08,137.7303
Nippon India Small Cap Fund - Growth,2023-11-09,137.5177
Nippon India Small Cap Fund - Growth,2023-11-10,137.8429
Nippon India Small Cap Fund - Growth,2023-11-13,139.1326
Nippon India Small Cap Fund - Growth,2023-11-15,140.3284
Nippon India Small Cap Fund - Growth,2023-11-16,140.6072
Nippon India Small Cap Fund - Growth,2023-11-17,141.1381
Nippon India Small Cap Fund - Growth,2023-11-20,141.7983
Nippon India Small Cap Fund - Growth,2023-11-21,142.0466
Nippon India Small Cap Fund - Growth,2023-11-22,142.5233
Nippon India Small Cap Fund - Growth,2023-11-23,142.6043
Nippon India Small Cap Fund - Growth,2023-11-24,142.826
Nippon India Small Cap Fund - Growth,2023-11-28,143.0706
Nippon India Small Cap Fund - Growth,2023-11-29,143.8786
Nippon India Small Cap Fund - Growth,2023-11-30,145.0677
Nippon India Small Cap Fund - Growth,2023-12-01,145.6354
Nippon India Small Cap Fund - Growth,2023-12-04,147.5261
Nippon India Small Cap Fund - Growth,2023-12-05,147.7795
Nippon India Small Cap Fund - Growth,2023-12-06,147.9287
Nippon India Small Cap Fund - Growth,2023-12-07,147.9904
Nippon India Small Cap Fund - Growth,2023-12-08,147.2596
Nippon India Small Cap Fund - Growth,2023-12-11,148.694
Nippon India Small Cap Fund - Growth,2023-12-12,148.2283
Nippon India Small Cap Fund - Growth,2023-12-13,149.1483
Nippon India Small Cap Fund - Growth,2023-12-14,150.1747
Nippon India Small Cap Fund - Growth,2023-12-15,150.7905
Nippon India Small Cap Fund - Growth,2023-12-18,151.532
Nippon India Small Cap Fund - Growth,2023-12-19,151.6282
Nippon India Small Cap Fund - Growth,2023-12-20,147.9011
Nippon India Small Cap Fund - Growth,2023-12-21,150.0073
Nippon India Small Cap Fund - Growth,2023-12-22,151.2134
Nippon India Small Cap Fund - Growth,2023-12-26,151.7412
Nippon India Small Cap Fund - Growth,2023-12-27,152.4664
Nippon India Small Cap Fund - Growth,2023-12-28,152.3802
Nippon India Small Cap Fund - Growth,2023-12-29,153.36
Nippon India Small Cap Fund - Growth,2024-01-01,154.114
Nippon India Small Cap Fund - Growth,2024-01-02,153.7683
Nippon India Small Cap Fund - Growth,2024-01-03,153.7974
Nippon India Small Cap Fund - Growth,2024-01-04,154.9956
