date,fund_name,nav,cap,fund_type
2014-02-26,DSP Midcap Fund,20.128,Mid Cap,Equity
2014-02-27,DSP Midcap Fund,20.128,Mid Cap,Equity
2014-02-28,DSP Midcap Fund,20.317,Mid Cap,Equity
2014-03-01,DSP Midcap Fund,20.317,Mid Cap,Equity
2014-03-02,DSP Midcap Fund,20.317,Mid Cap,Equity
2014-03-03,DSP Midcap Fund,20.225,Mid Cap,Equity
2014-03-04,DSP Midcap Fund,20.408,Mid Cap,Equity
2014-03-05,DSP Midcap Fund,20.544,Mid Cap,Equity
2014-03-06,DSP Midcap Fund,20.967,Mid Cap,Equity
2014-03-07,DSP Midcap Fund,20.825,Mid Cap,Equity
2014-03-08,DSP Midcap Fund,20.825,Mid Cap,Equity
2014-03-09,DSP Midcap Fund,20.825,Mid Cap,Equity
2014-03-10,DSP Midcap Fund,20.789,Mid Cap,Equity
2014-03-11,DSP Midcap Fund,20.693,Mid Cap,Equity
2014-03-12,DSP Midcap Fund,20.688,Mid Cap,Equity
2014-03-13,DSP Midcap Fund,20.557,Mid Cap,Equity
2014-03-14,DSP Midcap Fund,20.482,Mid Cap,Equity
2014-03-15,DSP Midcap Fund,20.482,Mid Cap,Equity
2014-03-16,DSP Midcap Fund,20.482,Mid Cap,Equity
2014-03-17,DSP Midcap Fund,20.482,Mid Cap,Equity
2014-03-18,DSP Midcap Fund,20.597,Mid Cap,Equity
2014-03-19,DSP Midcap Fund,20.635,Mid Cap,Equity
2014-03-20,DSP Midcap Fund,20.628,Mid Cap,Equity
2014-03-21,DSP Midcap Fund,20.82,Mid Cap,Equity
2014-03-22,DSP Midcap Fund,20.82,Mid Cap,Equity
2014-03-23,DSP Midcap Fund,20.82,Mid Cap,Equity
2014-03-24,DSP Midcap Fund,20.934,Mid Cap,Equity
2014-03-25,DSP Midcap Fund,21.121,Mid Cap,Equity
2014-03-26,DSP Midcap Fund,21.229,Mid Cap,Equity
2014-03-27,DSP Midcap Fund,21.359,Mid Cap,Equity
2014-03-28,DSP Midcap Fund,21.667,Mid Cap,Equity
2014-03-29,DSP Midcap Fund,21.667,Mid Cap,Equity
2014-03-30,DSP Midcap Fund,21.667,Mid Cap,Equity
2014-03-31,DSP Midcap Fund,21.985,Mid Cap,Equity
2014-04-01,DSP Midcap Fund,21.894,Mid Cap,Equity
2014-04-02,DSP Midcap Fund,22.265,Mid Cap,Equity
2014-04-03,DSP Midcap Fund,22.273,Mid Cap,Equity
2014-04-04,DSP Midcap Fund,22.22,Mid Cap,Equity
2014-04-05,DSP Midcap Fund,22.22,Mid Cap,Equity
2014-04-06,DSP Midcap Fund,22.22,Mid Cap,Equity
2014-04-07,DSP Midcap Fund,22.145,Mid Cap,Equity
2014-04-08,DSP Midcap Fund,22.145,Mid Cap,Equity
2014-04-09,DSP Midcap Fund,22.496,Mid Cap,Equity
2014-04-10,DSP Midcap Fund,22.671,Mid Cap,Equity
2014-04-11,DSP Midcap Fund,22.719,Mid Cap,Equity
2014-04-12,DSP Midcap Fund,22.719,Mid Cap,Equity
2014-04-13,DSP Midcap Fund,22.719,Mid Cap,Equity
2014-04-14,DSP Midcap Fund,22.719,Mid Cap,Equity
2014-04-15,DSP Midcap Fund,22.505,Mid Cap,Equity
2014-04-16,DSP Midcap Fund,22.27,Mid Cap,Equity
2014-04-17,DSP Midcap Fund,22.753,Mid Cap,Equity
2014-04-18,DSP Midcap Fund,22.753,Mid Cap,Equity
2014-04-19,DSP Midcap Fund,22.753,Mid Cap,Equity
2014-04-20,DSP Midcap Fund,22.753,Mid Cap,Equity
2014-04-21,DSP Midcap Fund,23.017,Mid Cap,Equity
2014-04-22,DSP Midcap Fund,22.93,Mid Cap,Equity
2014-04-23,DSP Midcap Fund,22.916,Mid Cap,Equity
2014-04-24,DSP Midcap Fund,22.916,Mid Cap,Equity
2014-04-25,DSP Midcap Fund,22.732,Mid Cap,Equity
2014-04-26,DSP Midcap Fund,22.732,Mid Cap,Equity
2014-04-27,DSP Midcap Fund,22.732,Mid Cap,Equity
2014-04-28,DSP Midcap Fund,22.609,Mid Cap,Equity
2014-04-29,DSP Midcap Fund,22.428,Mid Cap,Equity
2014-04-30,DSP Midcap Fund,22.176,Mid Cap,Equity
2014-05-01,DSP Midcap Fund,22.176,Mid Cap,Equity
2014-05-02,DSP Midcap Fund,22.183,Mid Cap,Equity
2014-05-03,DSP Midcap Fund,22.183,Mid Cap,Equity
2014-05-04,DSP Midcap Fund,22.183,Mid Cap,Equity
2014-05-05,DSP Midcap Fund,22.17,Mid Cap,Equity
2014-05-06,DSP Midcap Fund,22.159,Mid Cap,Equity
2014-05-07,DSP Midcap Fund,22.232,Mid Cap,Equity
2014-05-08,DSP Midcap Fund,22.213,Mid Cap,Equity
2014-05-09,DSP Midcap Fund,22.55,Mid Cap,Equity
2014-05-10,DSP Midcap Fund,22.55,Mid Cap,Equity
2014-05-11,DSP Midcap Fund,22.55,Mid Cap,Equity
2014-05-12,DSP Midcap Fund,22.651,Mid Cap,Equity
2014-05-13,DSP Midcap Fund,23.166,Mid Cap,Equity
2014-05-14,DSP Midcap Fund,23.498,Mid Cap,Equity
2014-05-15,DSP Midcap Fund,23.33,Mid Cap,Equity
2014-05-16,DSP Midcap Fund,23.764,Mid Cap,Equity
2014-05-17,DSP Midcap Fund,23.764,Mid Cap,Equity
2014-05-18,DSP Midcap Fund,23.764,Mid Cap,Equity
2014-05-19,DSP Midcap Fund,24.938,Mid Cap,Equity
2014-05-20,DSP Midcap Fund,25.222,Mid Cap,Equity
2014-05-21,DSP Midcap Fund,25.456,Mid Cap,Equity
2014-05-22,DSP Midcap Fund,25.989,Mid Cap,Equity
2014-05-23,DSP Midcap Fund,26.546,Mid Cap,Equity
2014-05-24,DSP Midcap Fund,26.546,Mid Cap,Equity
2014-05-25,DSP Midcap Fund,26.546,Mid Cap,Equity
2014-05-26,DSP Midcap Fund,25.992,Mid Cap,Equity
2014-05-27,DSP Midcap Fund,25.791,Mid Cap,Equity
2014-05-28,DSP Midcap Fund,25.788,Mid Cap,Equity
2014-05-29,DSP Midcap Fund,25.634,Mid Cap,Equity
2014-05-30,DSP Midcap Fund,25.709,Mid Cap,Equity
2014-05-31,DSP Midcap Fund,25.709,Mid Cap,Equity
2014-06-01,DSP Midcap Fund,25.709,Mid Cap,Equity
2014-06-02,DSP Midcap Fund,26.528,Mid Cap,Equity
2014-06-03,DSP Midcap Fund,26.747,Mid Cap,Equity
2014-06-04,DSP Midcap Fund,27.181,Mid Cap,Equity
2014-06-05,DSP Midcap Fund,27.632,Mid Cap,Equity
2014-06-06,DSP Midcap Fund,28.11,Mid Cap,Equity
2014-06-07,DSP Midcap Fund,28.11,Mid Cap,Equity
2014-06-08,DSP Midcap Fund,28.11,Mid Cap,Equity
2014-06-09,DSP Midcap Fund,28.409,Mid Cap,Equity
2014-06-10,DSP Midcap Fund,28.257,Mid Cap,Equity
2014-06-11,DSP Midcap Fund,28.022,Mid Cap,Equity
2014-06-12,DSP Midcap Fund,28.137,Mid Cap,Equity
2014-06-13,DSP Midcap Fund,27.463,Mid Cap,Equity
2014-06-14,DSP Midcap Fund,27.463,Mid Cap,Equity
2014-06-15,DSP Midcap Fund,27.463,Mid Cap,Equity
2014-06-16,DSP Midcap Fund,27.675,Mid Cap,Equity
2014-06-17,DSP Midcap Fund,28.102,Mid Cap,Equity
2014-06-18,DSP Midcap Fund,27.831,Mid Cap,Equity
2014-06-19,DSP Midcap Fund,27.706,Mid Cap,Equity
2014-06-20,DSP Midcap Fund,27.535,Mid Cap,Equity
2014-06-21,DSP Midcap Fund,27.535,Mid Cap,Equity
2014-06-22,DSP Midcap Fund,27.535,Mid Cap,Equity
2014-06-23,DSP Midcap Fund,27.776,Mid Cap,Equity
2014-06-24,DSP Midcap Fund,28.371,Mid Cap,Equity
2014-06-25,DSP Midcap Fund,28.649,Mid Cap,Equity
2014-06-26,DSP Midcap Fund,28.654,Mid Cap,Equity
2014-06-27,DSP Midcap Fund,28.868,Mid Cap,Equity
2014-06-28,DSP Midcap Fund,28.868,Mid Cap,Equity
2014-06-29,DSP Midcap Fund,28.868,Mid Cap,Equity
2014-06-30,DSP Midcap Fund,29.463,Mid Cap,Equity
2014-07-01,DSP Midcap Fund,29.698,Mid Cap,Equity
2014-07-02,DSP Midcap Fund,29.736,Mid Cap,Equity
2014-07-03,DSP Midcap Fund,29.642,Mid Cap,Equity
2014-07-04,DSP Midcap Fund,29.756,Mid Cap,Equity
2014-07-05,DSP Midcap Fund,29.756,Mid Cap,Equity
2014-07-06,DSP Midcap Fund,29.756,Mid Cap,Equity
2014-07-07,DSP Midcap Fund,29.793,Mid Cap,Equity
2014-07-08,DSP Midcap Fund,28.553,Mid Cap,Equity
2014-07-09,DSP Midcap Fund,28.007,Mid Cap,Equity
2014-07-10,DSP Midcap Fund,28.029,Mid Cap,Equity
2014-07-11,DSP Midcap Fund,27.179,Mid Cap,Equity
2014-07-12,DSP Midcap Fund,27.179,Mid Cap,Equity
2014-07-13,DSP Midcap Fund,27.179,Mid Cap,Equity
2014-07-14,DSP Midcap Fund,27.369,Mid Cap,Equity
2014-07-15,DSP Midcap Fund,28.095,Mid Cap,Equity
2014-07-16,DSP Midcap Fund,28.604,Mid Cap,Equity
2014-07-17,DSP Midcap Fund,28.909,Mid Cap,Equity
2014-07-18,DSP Midcap Fund,28.858,Mid Cap,Equity
2014-07-19,DSP Midcap Fund,28.858,Mid Cap,Equity
2014-07-20,DSP Midcap Fund,28.858,Mid Cap,Equity
2014-07-21,DSP Midcap Fund,28.847,Mid Cap,Equity
2014-07-22,DSP Midcap Fund,28.859,Mid Cap,Equity
2014-07-23,DSP Midcap Fund,28.766,Mid Cap,Equity
2014-07-24,DSP Midcap Fund,28.738,Mid Cap,Equity
2014-07-25,DSP Midcap Fund,28.337,Mid Cap,Equity
2014-07-26,DSP Midcap Fund,28.337,Mid Cap,Equity
2014-07-27,DSP Midcap Fund,28.337,Mid Cap,Equity
2014-07-28,DSP Midcap Fund,28.118,Mid Cap,Equity
2014-07-29,DSP Midcap Fund,28.118,Mid Cap,Equity
2014-07-30,DSP Midcap Fund,28.496,Mid Cap,Equity
2014-07-31,DSP Midcap Fund,28.326,Mid Cap,Equity
2014-08-01,DSP Midcap Fund,28.107,Mid Cap,Equity
2014-08-02,DSP Midcap Fund,28.107,Mid Cap,Equity
2014-08-03,DSP Midcap Fund,28.107,Mid Cap,Equity
2014-08-04,DSP Midcap Fund,28.525,Mid Cap,Equity
2014-08-05,DSP Midcap Fund,28.732,Mid Cap,Equity
2014-08-06,DSP Midcap Fund,28.467,Mid Cap,Equity
2014-08-07,DSP Midcap Fund,28.433,Mid Cap,Equity
2014-08-08,DSP Midcap Fund,27.737,Mid Cap,Equity
2014-08-09,DSP Midcap Fund,27.737,Mid Cap,Equity
2014-08-10,DSP Midcap Fund,27.737,Mid Cap,Equity
2014-08-11,DSP Midcap Fund,27.973,Mid Cap,Equity
2014-08-12,DSP Midcap Fund,28.322,Mid Cap,Equity
2014-08-13,DSP Midcap Fund,27.671,Mid Cap,Equity
2014-08-14,DSP Midcap Fund,27.967,Mid Cap,Equity
2014-08-15,DSP Midcap Fund,27.967,Mid Cap,Equity
2014-08-16,DSP Midcap Fund,27.967,Mid Cap,Equity
2014-08-17,DSP Midcap Fund,27.967,Mid Cap,Equity
2014-08-18,DSP Midcap Fund,28.528,Mid Cap,Equity
2014-08-19,DSP Midcap Fund,28.887,Mid Cap,Equity
2014-08-20,DSP Midcap Fund,28.965,Mid Cap,Equity
2014-08-21,DSP Midcap Fund,29.1,Mid Cap,Equity
2014-08-22,DSP Midcap Fund,29.302,Mid Cap,Equity
2014-08-23,DSP Midcap Fund,29.302,Mid Cap,Equity
2014-08-24,DSP Midcap Fund,29.302,Mid Cap,Equity
2014-08-25,DSP Midcap Fund,29.08,Mid Cap,Equity
2014-08-26,DSP Midcap Fund,29.156,Mid Cap,Equity
2014-08-27,DSP Midcap Fund,29.563,Mid Cap,Equity
2014-08-28,DSP Midcap Fund,29.528,Mid Cap,Equity
2014-08-29,DSP Midcap Fund,29.528,Mid Cap,Equity
2014-08-30,DSP Midcap Fund,29.528,Mid Cap,Equity
2014-08-31,DSP Midcap Fund,29.528,Mid Cap,Equity
2014-09-01,DSP Midcap Fund,30.086,Mid Cap,Equity
2014-09-02,DSP Midcap Fund,30.277,Mid Cap,Equity
2014-09-03,DSP Midcap Fund,30.387,Mid Cap,Equity
2014-09-04,DSP Midcap Fund,30.423,Mid Cap,Equity
2014-09-05,DSP Midcap Fund,30.733,Mid Cap,Equity
2014-09-06,DSP Midcap Fund,30.733,Mid Cap,Equity
2014-09-07,DSP Midcap Fund,30.733,Mid Cap,Equity
2014-09-08,DSP Midcap Fund,31.194,Mid Cap,Equity
2014-09-09,DSP Midcap Fund,31.302,Mid Cap,Equity
2014-09-10,DSP Midcap Fund,31.366,Mid Cap,Equity
2014-09-11,DSP Midcap Fund,31.853,Mid Cap,Equity
2014-09-12,DSP Midcap Fund,31.928,Mid Cap,Equity
2014-09-13,DSP Midcap Fund,31.928,Mid Cap,Equity
2014-09-14,DSP Midcap Fund,31.928,Mid Cap,Equity
2014-09-15,DSP Midcap Fund,32.02,Mid Cap,Equity
2014-09-16,DSP Midcap Fund,30.961,Mid Cap,Equity
2014-09-17,DSP Midcap Fund,31.183,Mid Cap,Equity
2014-09-18,DSP Midcap Fund,31.893,Mid Cap,Equity
2014-09-19,DSP Midcap Fund,32.144,Mid Cap,Equity
2014-09-20,DSP Midcap Fund,32.144,Mid Cap,Equity
2014-09-21,DSP Midcap Fund,32.144,Mid Cap,Equity
2014-09-22,DSP Midcap Fund,32.155,Mid Cap,Equity
2014-09-23,DSP Midcap Fund,31.337,Mid Cap,Equity
2014-09-24,DSP Midcap Fund,31.009,Mid Cap,Equity
2014-09-25,DSP Midcap Fund,30.22,Mid Cap,Equity
2014-09-26,DSP Midcap Fund,30.556,Mid Cap,Equity
2014-09-27,DSP Midcap Fund,30.556,Mid Cap,Equity
2014-09-28,DSP Midcap Fund,30.556,Mid Cap,Equity
2014-09-29,DSP Midcap Fund,30.944,Mid Cap,Equity
2014-09-30,DSP Midcap Fund,30.923,Mid Cap,Equity
2014-10-01,DSP Midcap Fund,30.806,Mid Cap,Equity
2014-10-02,DSP Midcap Fund,30.806,Mid Cap,Equity
2014-10-03,DSP Midcap Fund,30.806,Mid Cap,Equity
2014-10-04,DSP Midcap Fund,30.806,Mid Cap,Equity
2014-10-05,DSP Midcap Fund,30.806,Mid Cap,Equity
2014-10-06,DSP Midcap Fund,30.806,Mid Cap,Equity
2014-10-07,DSP Midcap Fund,30.441,Mid Cap,Equity
2014-10-08,DSP Midcap Fund,30.425,Mid Cap,Equity
2014-10-09,DSP Midcap Fund,31.132,Mid Cap,Equity
2014-10-10,DSP Midcap Fund,30.629,Mid Cap,Equity
2014-10-11,DSP Midcap Fund,30.629,Mid Cap,Equity
2014-10-12,DSP Midcap Fund,30.629,Mid Cap,Equity
2014-10-13,DSP Midcap Fund,30.747,Mid Cap,Equity
2014-10-14,DSP Midcap Fund,30.759,Mid Cap,Equity
2014-10-15,DSP Midcap Fund,30.759,Mid Cap,Equity
2014-10-16,DSP Midcap Fund,30.046,Mid Cap,Equity
2014-10-17,DSP Midcap Fund,30.023,Mid Cap,Equity
2014-10-18,DSP Midcap Fund,30.023,Mid Cap,Equity
2014-10-19,DSP Midcap Fund,30.023,Mid Cap,Equity
2014-10-20,DSP Midcap Fund,30.402,Mid Cap,Equity
2014-10-21,DSP Midcap Fund,30.553,Mid Cap,Equity
2014-10-22,DSP Midcap Fund,30.914,Mid Cap,Equity
2014-10-23,DSP Midcap Fund,30.914,Mid Cap,Equity
2014-10-24,DSP Midcap Fund,30.914,Mid Cap,Equity
2014-10-25,DSP Midcap Fund,30.914,Mid Cap,Equity
2014-10-26,DSP Midcap Fund,30.914,Mid Cap,Equity
2014-10-27,DSP Midcap Fund,30.913,Mid Cap,Equity
2014-10-28,DSP Midcap Fund,31.071,Mid Cap,Equity
2014-10-29,DSP Midcap Fund,31.386,Mid Cap,Equity
2014-10-30,DSP Midcap Fund,31.655,Mid Cap,Equity
2014-10-31,DSP Midcap Fund,32.125,Mid Cap,Equity
2014-11-01,DSP Midcap Fund,32.125,Mid Cap,Equity
2014-11-02,DSP Midcap Fund,32.125,Mid Cap,Equity
2014-11-03,DSP Midcap Fund,32.538,Mid Cap,Equity
2014-11-04,DSP Midcap Fund,32.538,Mid Cap,Equity
2014-11-05,DSP Midcap Fund,32.679,Mid Cap,Equity
2014-11-06,DSP Midcap Fund,32.679,Mid Cap,Equity
2014-11-07,DSP Midcap Fund,32.736,Mid Cap,Equity
2014-11-08,DSP Midcap Fund,32.736,Mid Cap,Equity
2014-11-09,DSP Midcap Fund,32.736,Mid Cap,Equity
2014-11-10,DSP Midcap Fund,32.752,Mid Cap,Equity
2014-11-11,DSP Midcap Fund,32.988,Mid Cap,Equity
2014-11-12,DSP Midcap Fund,33.284,Mid Cap,Equity
2014-11-13,DSP Midcap Fund,33.085,Mid Cap,Equity
2014-11-14,DSP Midcap Fund,33.377,Mid Cap,Equity
2014-11-15,DSP Midcap Fund,33.377,Mid Cap,Equity
2014-11-16,DSP Midcap Fund,33.377,Mid Cap,Equity
2014-11-17,DSP Midcap Fund,33.855,Mid Cap,Equity
2014-11-18,DSP Midcap Fund,33.834,Mid Cap,Equity
2014-11-19,DSP Midcap Fund,33.615,Mid Cap,Equity
2014-11-20,DSP Midcap Fund,33.72,Mid Cap,Equity
2014-11-21,DSP Midcap Fund,33.782,Mid Cap,Equity
2014-11-22,DSP Midcap Fund,33.782,Mid Cap,Equity
2014-11-23,DSP Midcap Fund,33.782,Mid Cap,Equity
2014-11-24,DSP Midcap Fund,33.72,Mid Cap,Equity
2014-11-25,DSP Midcap Fund,33.233,Mid Cap,Equity
2014-11-26,DSP Midcap Fund,33.687,Mid Cap,Equity
2014-11-27,DSP Midcap Fund,33.956,Mid Cap,Equity
2014-11-28,DSP Midcap Fund,34.422,Mid Cap,Equity
2014-11-29,DSP Midcap Fund,34.422,Mid Cap,Equity
2014-11-30,DSP Midcap Fund,34.422,Mid Cap,Equity
2014-12-01,DSP Midcap Fund,34.093,Mid Cap,Equity
2014-12-02,DSP Midcap Fund,34.362,Mid Cap,Equity
2014-12-03,DSP Midcap Fund,34.819,Mid Cap,Equity
2014-12-04,DSP Midcap Fund,35.318,Mid Cap,Equity
2014-12-05,DSP Midcap Fund,35.177,Mid Cap,Equity
2014-12-06,DSP Midcap Fund,35.177,Mid Cap,Equity
2014-12-07,DSP Midcap Fund,35.177,Mid Cap,Equity
2014-12-08,DSP Midcap Fund,34.452,Mid Cap,Equity
2014-12-09,DSP Midcap Fund,34.058,Mid Cap,Equity
2014-12-10,DSP Midcap Fund,34.597,Mid Cap,Equity
2014-12-11,DSP Midcap Fund,34.395,Mid Cap,Equity
2014-12-12,DSP Midcap Fund,34.036,Mid Cap,Equity
2014-12-13,DSP Midcap Fund,34.036,Mid Cap,Equity
2014-12-14,DSP Midcap Fund,34.036,Mid Cap,Equity
2014-12-15,DSP Midcap Fund,34.044,Mid Cap,Equity
2014-12-16,DSP Midcap Fund,33.143,Mid Cap,Equity
2014-12-17,DSP Midcap Fund,32.906,Mid Cap,Equity
2014-12-18,DSP Midcap Fund,33.987,Mid Cap,Equity
2014-12-19,DSP Midcap Fund,34.39,Mid Cap,Equity
2014-12-20,DSP Midcap Fund,34.39,Mid Cap,Equity
2014-12-21,DSP Midcap Fund,34.39,Mid Cap,Equity
2014-12-22,DSP Midcap Fund,34.569,Mid Cap,Equity
2014-12-23,DSP Midcap Fund,34.559,Mid Cap,Equity
2014-12-24,DSP Midcap Fund,34.529,Mid Cap,Equity
2014-12-25,DSP Midcap Fund,34.529,Mid Cap,Equity
2014-12-26,DSP Midcap Fund,34.73,Mid Cap,Equity
2014-12-27,DSP Midcap Fund,34.73,Mid Cap,Equity
2014-12-28,DSP Midcap Fund,34.73,Mid Cap,Equity
2014-12-29,DSP Midcap Fund,34.872,Mid Cap,Equity
2014-12-30,DSP Midcap Fund,35.15,Mid Cap,Equity
2014-12-31,DSP Midcap Fund,35.412,Mid Cap,Equity
2015-01-01,DSP Midcap Fund,35.602,Mid Cap,Equity
2015-01-02,DSP Midcap Fund,35.824,Mid Cap,Equity
2015-01-03,DSP Midcap Fund,35.824,Mid Cap,Equity
2015-01-04,DSP Midcap Fund,35.824,Mid Cap,Equity
2015-01-05,DSP Midcap Fund,35.91,Mid Cap,Equity
2015-01-06,DSP Midcap Fund,34.9,Mid Cap,Equity
2015-01-07,DSP Midcap Fund,35.097,Mid Cap,Equity
2015-01-08,DSP Midcap Fund,35.867,Mid Cap,Equity
2015-01-09,DSP Midcap Fund,35.764,Mid Cap,Equity
2015-01-10,DSP Midcap Fund,35.764,Mid Cap,Equity
2015-01-11,DSP Midcap Fund,35.764,Mid Cap,Equity
2015-01-12,DSP Midcap Fund,36.046,Mid Cap,Equity
2015-01-13,DSP Midcap Fund,36.242,Mid Cap,Equity
2015-01-14,DSP Midcap Fund,36.11,Mid Cap,Equity
2015-01-15,DSP Midcap Fund,36.785,Mid Cap,Equity
2015-01-16,DSP Midcap Fund,36.754,Mid Cap,Equity
2015-01-17,DSP Midcap Fund,36.754,Mid Cap,Equity
2015-01-18,DSP Midcap Fund,36.754,Mid Cap,Equity
2015-01-19,DSP Midcap Fund,36.796,Mid Cap,Equity
2015-01-20,DSP Midcap Fund,36.944,Mid Cap,Equity
2015-01-21,DSP Midcap Fund,36.853,Mid Cap,Equity
2015-01-22,DSP Midcap Fund,36.961,Mid Cap,Equity
2015-01-23,DSP Midcap Fund,36.804,Mid Cap,Equity
2015-01-24,DSP Midcap Fund,36.804,Mid Cap,Equity
2015-01-25,DSP Midcap Fund,36.804,Mid Cap,Equity
2015-01-26,DSP Midcap Fund,36.804,Mid Cap,Equity
2015-01-27,DSP Midcap Fund,36.882,Mid Cap,Equity
2015-01-28,DSP Midcap Fund,37.049,Mid Cap,Equity
2015-01-29,DSP Midcap Fund,36.893,Mid Cap,Equity
2015-01-30,DSP Midcap Fund,36.647,Mid Cap,Equity
2015-01-31,DSP Midcap Fund,36.647,Mid Cap,Equity
2015-02-01,DSP Midcap Fund,36.647,Mid Cap,Equity
2015-02-02,DSP Midcap Fund,36.596,Mid Cap,Equity
2015-02-03,DSP Midcap Fund,36.376,Mid Cap,Equity
2015-02-04,DSP Midcap Fund,36.146,Mid Cap,Equity
2015-02-05,DSP Midcap Fund,35.75,Mid Cap,Equity
2015-02-06,DSP Midcap Fund,35.265,Mid Cap,Equity
2015-02-07,DSP Midcap Fund,35.265,Mid Cap,Equity
2015-02-08,DSP Midcap Fund,35.265,Mid Cap,Equity
2015-02-09,DSP Midcap Fund,34.723,Mid Cap,Equity
2015-02-10,DSP Midcap Fund,35.185,Mid Cap,Equity
2015-02-11,DSP Midcap Fund,35.784,Mid Cap,Equity
2015-02-12,DSP Midcap Fund,36.509,Mid Cap,Equity
2015-02-13,DSP Midcap Fund,36.816,Mid Cap,Equity
2015-02-14,DSP Midcap Fund,36.816,Mid Cap,Equity
2015-02-15,DSP Midcap Fund,36.816,Mid Cap,Equity
2015-02-16,DSP Midcap Fund,36.611,Mid Cap,Equity
2015-02-17,DSP Midcap Fund,36.611,Mid Cap,Equity
2015-02-18,DSP Midcap Fund,36.956,Mid Cap,Equity
2015-02-19,DSP Midcap Fund,36.974,Mid Cap,Equity
2015-02-20,DSP Midcap Fund,36.977,Mid Cap,Equity
2015-02-21,DSP Midcap Fund,36.977,Mid Cap,Equity
2015-02-22,DSP Midcap Fund,36.977,Mid Cap,Equity
2015-02-23,DSP Midcap Fund,36.532,Mid Cap,Equity
2015-02-24,DSP Midcap Fund,36.408,Mid Cap,Equity
2015-02-25,DSP Midcap Fund,36.469,Mid Cap,Equity
2015-02-26,DSP Midcap Fund,36.09,Mid Cap,Equity
2015-02-27,DSP Midcap Fund,36.718,Mid Cap,Equity
2015-02-28,DSP Midcap Fund,36.718,Mid Cap,Equity
2015-03-01,DSP Midcap Fund,36.718,Mid Cap,Equity
2015-03-02,DSP Midcap Fund,37.872,Mid Cap,Equity
2015-03-03,DSP Midcap Fund,38.238,Mid Cap,Equity
2015-03-04,DSP Midcap Fund,37.636,Mid Cap,Equity
2015-03-05,DSP Midcap Fund,38.052,Mid Cap,Equity
2015-03-06,DSP Midcap Fund,38.052,Mid Cap,Equity
2015-03-07,DSP Midcap Fund,38.052,Mid Cap,Equity
2015-03-08,DSP Midcap Fund,38.052,Mid Cap,Equity
2015-03-09,DSP Midcap Fund,37.404,Mid Cap,Equity
2015-03-10,DSP Midcap Fund,37.279,Mid Cap,Equity
2015-03-11,DSP Midcap Fund,37.201,Mid Cap,Equity
2015-03-12,DSP Midcap Fund,37.617,Mid Cap,Equity
2015-03-13,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-03-14,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-03-15,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-03-16,DSP Midcap Fund,36.902,Mid Cap,Equity
2015-03-17,DSP Midcap Fund,37.044,Mid Cap,Equity
2015-03-18,DSP Midcap Fund,37.265,Mid Cap,Equity
2015-03-19,DSP Midcap Fund,37.031,Mid Cap,Equity
2015-03-20,DSP Midcap Fund,36.427,Mid Cap,Equity
2015-03-21,DSP Midcap Fund,36.427,Mid Cap,Equity
2015-03-22,DSP Midcap Fund,36.427,Mid Cap,Equity
2015-03-23,DSP Midcap Fund,36.118,Mid Cap,Equity
2015-03-24,DSP Midcap Fund,35.928,Mid Cap,Equity
2015-03-25,DSP Midcap Fund,35.612,Mid Cap,Equity
2015-03-26,DSP Midcap Fund,35.152,Mid Cap,Equity
2015-03-27,DSP Midcap Fund,35.382,Mid Cap,Equity
2015-03-28,DSP Midcap Fund,35.382,Mid Cap,Equity
2015-03-29,DSP Midcap Fund,35.382,Mid Cap,Equity
2015-03-30,DSP Midcap Fund,36.241,Mid Cap,Equity
2015-03-31,DSP Midcap Fund,36.492,Mid Cap,Equity
2015-04-01,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-04-02,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-04-03,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-04-04,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-04-05,DSP Midcap Fund,37.022,Mid Cap,Equity
2015-04-06,DSP Midcap Fund,37.259,Mid Cap,Equity
2015-04-07,DSP Midcap Fund,37.432,Mid Cap,Equity
2015-04-08,DSP Midcap Fund,37.827,Mid Cap,Equity
2015-04-09,DSP Midcap Fund,38.031,Mid Cap,Equity
2015-04-10,DSP Midcap Fund,38.114,Mid Cap,Equity
2015-04-11,DSP Midcap Fund,38.114,Mid Cap,Equity
2015-04-12,DSP Midcap Fund,38.114,Mid Cap,Equity
2015-04-13,DSP Midcap Fund,38.259,Mid Cap,Equity
2015-04-14,DSP Midcap Fund,38.259,Mid Cap,Equity
2015-04-15,DSP Midcap Fund,38.34,Mid Cap,Equity
2015-04-16,DSP Midcap Fund,37.912,Mid Cap,Equity
2015-04-17,DSP Midcap Fund,37.721,Mid Cap,Equity
2015-04-18,DSP Midcap Fund,37.721,Mid Cap,Equity
2015-04-19,DSP Midcap Fund,37.721,Mid Cap,Equity
2015-04-20,DSP Midcap Fund,37.122,Mid Cap,Equity
2015-04-21,DSP Midcap Fund,37.072,Mid Cap,Equity
2015-04-22,DSP Midcap Fund,36.926,Mid Cap,Equity
2015-04-23,DSP Midcap Fund,36.766,Mid Cap,Equity
2015-04-24,DSP Midcap Fund,35.726,Mid Cap,Equity
